"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Kentucky","Hancock",2025,122,101,21,0,0,0,0,71,58,44,0,0,122,0,0
"Kentucky","Hardin",2025,127,92,35,0,0,0,0,73,56,44,0,0,75,52,0
"Kentucky","Jefferson",2025,182,106,75,1,0,0,0,129,63,48,1,2,74,105,0
"Kentucky","Jessamine",2025,179,141,38,0,0,0,0,72,56,41,0,0,87,92,0
"Kentucky","Livingston",2025,106,101,5,0,0,0,0,67,49,40,0,0,106,0,0
"Kentucky","McCracken",2025,181,148,33,0,0,0,0,82,54,39,0,6,74,101,0
"Kentucky","Morgan",2025,237,229,8,0,0,0,0,77,47,35,0,0,237,0,0
"Kentucky","Oldham",2025,122,116,5,1,0,0,0,105,48,39,0,0,122,0,0
"Kentucky","Perry",2025,181,153,27,0,1,0,0,172,54,38,0,0,84,97,0
"Kentucky","Pike",2025,181,157,24,0,0,0,0,77,52,36,0,0,81,100,0
"Kentucky","Pulaski",2025,181,152,29,0,0,0,0,73,55,41,0,0,87,94,0
"Kentucky","Simpson",2025,121,112,9,0,0,0,0,74,50,39,0,0,121,0,0
"Kentucky","Warren",2025,181,147,34,0,0,0,0,73,53,37,0,0,78,103,0
"Kentucky","Washington",2025,238,220,18,0,0,0,0,84,49,38,0,0,238,0,0
"Louisiana","Ascension",2025,272,256,15,1,0,0,0,108,48,33,0,5,267,0,0
"Louisiana","Bossier",2025,273,236,36,1,0,0,0,101,54,40,0,0,209,58,6
"Louisiana","Caddo",2025,268,226,42,0,0,0,0,80,54,38,0,0,229,39,0
"Louisiana","Calcasieu",2025,273,168,103,2,0,0,0,108,61,47,0,0,97,176,0
"Louisiana","East Baton Rouge",2025,274,135,138,1,0,0,0,115,63,51,1,0,88,184,1
"Louisiana","Iberville",2025,273,214,58,1,0,0,0,105,61,41,0,0,242,31,0
"Louisiana","Jefferson",2025,273,160,112,1,0,0,0,101,64,48,0,1,119,153,0
"Louisiana","Lafayette",2025,270,166,104,0,0,0,0,79,61,47,0,0,93,177,0
"Louisiana","Lafourche",2025,273,169,104,0,0,0,0,77,58,46,0,0,67,206,0
"Louisiana","Livingston",2025,271,168,103,0,0,0,0,84,59,45,0,2,106,163,0
"Louisiana","Orleans",2025,274,182,92,0,0,0,0,71,56,44,1,15,0,256,2
"Louisiana","Ouachita",2025,272,166,106,0,0,0,0,71,58,46,0,0,93,179,0
"Louisiana","Pointe Coupee",2025,273,253,20,0,0,0,0,93,49,35,0,0,273,0,0
"Louisiana","Rapides",2025,57,45,12,0,0,0,0,67,53,35,0,0,0,57,0
"Louisiana","St. Bernard",2025,273,190,83,0,0,0,0,93,59,45,0,0,142,131,0
"Louisiana","St. James",2025,267,247,20,0,0,0,0,84,49,34,0,0,267,0,0
"Louisiana","St. John the Baptist",2025,273,251,22,0,0,0,0,87,49,35,0,0,273,0,0
"Louisiana","St. Martin",2025,271,249,22,0,0,0,0,77,50,36,0,0,271,0,0
"Louisiana","St. Tammany",2025,271,230,40,1,0,0,0,105,58,38,0,0,271,0,0
"Louisiana","Tangipahoa",2025,62,51,11,0,0,0,0,63,53,38,0,0,0,62,0
"Louisiana","Terrebonne",2025,61,47,14,0,0,0,0,66,57,39,0,0,0,61,0
"Louisiana","West Baton Rouge",2025,273,138,134,1,0,0,0,112,61,50,0,0,64,209,0
"Maine","Androscoggin",2025,304,260,42,2,0,0,0,112,55,35,0,0,176,123,5
"Maine","Aroostook",2025,182,153,27,2,0,0,0,131,53,36,1,0,100,72,9
"Maine","Cumberland",2025,304,225,74,5,0,0,0,136,63,39,0,0,169,128,7
"Maine","Hancock",2025,304,271,29,4,0,0,0,133,51,37,0,0,274,30,0
"Maine","Kennebec",2025,304,254,50,0,0,0,0,96,56,36,0,0,176,128,0
"Maine","Knox",2025,301,293,8,0,0,0,0,77,44,34,0,0,301,0,0
"Maine","Oxford",2025,304,225,76,3,0,0,0,135,61,39,0,0,105,199,0
"Maine","Penobscot",2025,303,261,40,2,0,0,0,115,57,34,0,0,200,99,4
"Maine","Sagadahoc",2025,217,207,9,1,0,0,0,108,47,35,0,0,217,0,0
"Maine","Washington",2025,286,257,29,0,0,0,0,100,51,36,0,0,242,44,0
"Maine","York",2025,304,292,9,2,1,0,0,169,46,36,0,0,304,0,0
"Maryland","Anne Arundel",2025,249,217,30,2,0,0,0,119,58,40,0,0,238,0,11
"Maryland","Baltimore",2025,304,214,87,3,0,0,0,129,65,44,0,0,212,92,0
"Maryland","Baltimore (City)",2025,303,208,93,2,0,0,0,136,64,44,0,1,179,123,0
"Maryland","Calvert",2025,240,227,13,0,0,0,0,77,48,38,0,0,240,0,0
"Maryland","Carroll",2025,238,215,23,0,0,0,0,90,50,38,0,0,238,0,0
"Maryland","Cecil",2025,304,246,56,2,0,0,0,129,61,41,0,0,210,94,0
"Maryland","Charles",2025,236,218,18,0,0,0,0,97,49,38,0,0,236,0,0
"Maryland","Dorchester",2025,302,255,47,0,0,0,0,84,52,40,0,0,241,61,0
"Maryland","Frederick",2025,237,203,34,0,0,0,0,93,58,41,0,0,237,0,0
"Maryland","Garrett",2025,303,256,47,0,0,0,0,80,55,41,0,1,214,88,0
"Maryland","Harford",2025,303,226,74,3,0,0,0,143,61,43,0,0,205,98,0
"Maryland","Howard",2025,274,211,63,0,0,0,0,78,54,36,3,31,0,240,0
"Maryland","Kent",2025,299,249,49,1,0,0,0,129,57,40,0,0,206,93,0
"Maryland","Montgomery",2025,303,253,50,0,0,0,0,90,54,41,0,0,203,100,0
"Maryland","Prince George's",2025,304,254,47,3,0,0,0,126,61,41,0,0,254,50,0
"Maryland","Washington",2025,304,235,69,0,0,0,0,90,59,42,0,0,197,107,0
"Massachusetts","Barnstable",2025,241,223,15,3,0,0,0,129,48,38,0,0,241,0,0
"Massachusetts","Berkshire",2025,243,174,65,4,0,0,0,124,63,41,0,1,157,85,0
"Massachusetts","Bristol",2025,243,189,51,3,0,0,0,119,61,41,0,0,195,48,0
"Massachusetts","Dukes",2025,210,200,8,1,1,0,0,151,46,37,0,0,206,4,0
"Massachusetts","Essex",2025,243,187,53,3,0,0,0,136,58,42,0,0,181,62,0
"Massachusetts","Franklin",2025,243,177,63,3,0,0,0,114,64,40,0,0,144,99,0
"Massachusetts","Hampden",2025,248,179,64,5,0,0,0,124,64,41,0,7,155,86,0
"Massachusetts","Hampshire",2025,243,197,42,4,0,0,0,117,57,39,0,0,182,60,1
"Massachusetts","Middlesex",2025,243,186,56,1,0,0,0,105,58,41,0,1,152,90,0
"Massachusetts","Norfolk",2025,243,193,48,2,0,0,0,126,62,43,0,0,197,46,0
"Massachusetts","Plymouth",2025,243,195,47,1,0,0,0,108,58,40,0,0,174,69,0
"Massachusetts","Suffolk",2025,253,183,68,2,0,0,0,106,62,39,0,9,105,138,1
"Massachusetts","Worcester",2025,244,183,61,0,0,0,0,100,62,42,1,0,176,66,1
"Michigan","Allegan",2025,302,215,76,10,1,0,0,151,74,43,0,0,214,88,0
"Michigan","Bay",2025,181,130,51,0,0,0,0,99,58,38,0,0,0,181,0
"Michigan","Benzie",2025,214,195,19,0,0,0,0,80,50,35,0,0,214,0,0
"Michigan","Berrien",2025,262,212,47,3,0,0,0,147,67,41,0,0,262,0,0
"Michigan","Cass",2025,224,191,31,2,0,0,0,115,61,40,0,0,224,0,0
"Michigan","Clinton",2025,204,184,19,1,0,0,0,119,50,39,0,0,204,0,0
"Michigan","Genesee",2025,303,252,48,3,0,0,0,126,57,38,0,0,220,83,0
"Michigan","Huron",2025,212,190,20,2,0,0,0,108,51,38,0,0,212,0,0
"Michigan","Ingham",2025,304,252,49,3,0,0,0,123,56,37,0,1,223,78,2
"Michigan","Kalamazoo",2025,304,225,75,4,0,0,0,133,64,40,0,0,183,121,0
"Michigan","Kent",2025,304,182,118,4,0,0,0,138,67,46,0,2,154,147,1
"Michigan","Keweenaw",2025,19,19,0,0,0,0,0,27,16,7,0,0,0,19,0
"Michigan","Lenawee",2025,304,235,65,4,0,0,0,147,61,41,0,0,188,116,0
"Michigan","Macomb",2025,303,224,73,5,1,0,0,166,67,41,0,0,218,85,0
"Michigan","Manistee",2025,304,257,46,0,1,0,0,152,55,34,0,0,193,111,0
"Michigan","Marquette",2025,123,107,15,0,1,0,0,183,56,18,0,0,0,123,0
"Michigan","Mason",2025,213,190,23,0,0,0,0,87,51,36,0,0,213,0,0
"Michigan","Missaukee",2025,293,266,27,0,0,0,0,92,49,36,0,1,247,45,0
"Michigan","Muskegon",2025,243,203,38,2,0,0,0,140,61,39,0,0,243,0,0
"Michigan","Oakland",2025,304,228,70,5,1,0,0,166,66,41,0,0,209,95,0
"Michigan","Ottawa",2025,302,235,63,4,0,0,0,139,67,40,0,0,189,110,3
"Michigan","Schoolcraft",2025,303,271,31,1,0,0,0,115,54,32,0,0,201,102,0
"Michigan","St. Clair",2025,303,225,72,6,0,0,0,147,67,39,0,0,214,89,0
"Michigan","Tuscola",2025,239,217,21,1,0,0,0,112,50,37,0,0,239,0,0
"Michigan","Washtenaw",2025,296,225,65,5,1,0,0,152,67,41,0,0,240,56,0
"Michigan","Wayne",2025,304,141,153,7,3,0,0,156,72,52,0,3,108,192,1
"Michigan","Wexford",2025,242,224,18,0,0,0,0,93,49,38,0,0,242,0,0
"Minnesota","Anoka",2025,179,147,31,0,1,0,0,155,60,38,0,4,141,34,0
"Minnesota","Becker",2025,131,111,19,1,0,0,0,133,67,38,0,0,109,22,0
"Minnesota","Beltrami",2025,169,150,15,4,0,0,0,108,51,37,0,0,108,61,0
"Minnesota","Blue Earth",2025,173,143,30,0,0,0,0,100,61,38,0,0,112,61,0
"Minnesota","Carlton",2025,169,157,12,0,0,0,0,93,47,35,0,0,116,53,0
"Minnesota","Cass",2025,90,85,5,0,0,0,0,55,42,22,0,0,0,90,0
"Minnesota","Cook",2025,86,86,0,0,0,0,0,49,22,12,0,0,0,86,0
"Minnesota","Crow Wing",2025,179,155,23,1,0,0,0,105,59,38,0,0,117,62,0
"Minnesota","Dakota",2025,182,170,12,0,0,0,0,68,41,9,92,12,0,78,0
"Minnesota","Goodhue",2025,121,102,19,0,0,0,0,97,67,41,0,0,121,0,0
"Minnesota","Hennepin",2025,182,142,39,0,1,0,0,155,64,39,1,8,85,88,0
"Minnesota","Lake",2025,162,155,4,3,0,0,0,129,46,34,0,0,98,64,0
"Minnesota","Lyon",2025,181,153,27,1,0,0,0,140,61,37,0,0,117,61,3
"Minnesota","Mille Lacs",2025,119,109,10,0,0,0,0,97,50,35,0,0,119,0,0
"Minnesota","Olmsted",2025,160,133,27,0,0,0,0,100,58,36,0,0,113,47,0
"Minnesota","Ramsey",2025,121,92,28,0,1,0,0,155,56,31,0,0,0,114,7
"Minnesota","Saint Louis",2025,223,202,20,1,0,0,0,108,50,38,0,0,201,22,0
"Minnesota","Scott",2025,170,148,22,0,0,0,0,84,55,36,0,0,105,65,0
"Minnesota","Stearns",2025,172,148,23,1,0,0,0,108,58,36,0,0,118,54,0
"Minnesota","Washington",2025,121,110,11,0,0,0,0,84,49,37,0,0,121,0,0
"Minnesota","Winona",2025,17,16,1,0,0,0,0,57,49,19,0,0,0,17,0
"Minnesota","Wright",2025,157,131,25,1,0,0,0,101,58,39,0,0,112,45,0
"Mississippi","Bolivar",2025,269,189,80,0,0,0,0,88,59,44,0,0,96,173,0
"Mississippi","DeSoto",2025,273,183,89,1,0,0,0,143,61,44,0,0,102,171,0
"Mississippi","Forrest",2025,271,169,102,0,0,0,0,97,59,46,0,0,0,271,0
"Mississippi","Hancock",2025,273,185,88,0,0,0,0,84,60,44,0,0,103,170,0
"Mississippi","Harrison",2025,273,176,97,0,0,0,0,97,64,45,0,0,104,169,0
"Mississippi","Hinds",2025,274,119,155,0,0,0,0,84,63,52,1,0,59,214,0
"Mississippi","Jackson",2025,273,178,95,0,0,0,0,93,61,46,0,0,110,163,0
"Mississippi","Lauderdale",2025,210,199,11,0,0,0,0,93,48,35,0,0,210,0,0
"Mississippi","Lee",2025,211,200,11,0,0,0,0,64,48,38,0,0,211,0,0
"Mississippi","Yalobusha",2025,232,223,9,0,0,0,0,80,45,33,0,0,232,0,0
"Missouri","Andrew",2025,89,75,14,0,0,0,0,84,64,42,0,0,89,0,0
"Missouri","Boone",2025,92,82,10,0,0,0,0,67,51,41,0,0,92,0,0
"Missouri","Buchanan",2025,148,95,52,0,0,1,0,256,61,39,0,0,0,127,21
"Missouri","Callaway",2025,104,89,15,0,0,0,0,74,54,42,0,0,104,0,0
"Missouri","Cass",2025,146,120,26,0,0,0,0,77,58,41,0,0,78,68,0
"Missouri","Cedar",2025,148,121,27,0,0,0,0,98,54,40,0,0,71,77,0
"Missouri","Clay",2025,146,117,28,1,0,0,0,128,61,42,0,0,86,60,0
"Missouri","Clinton",2025,91,77,14,0,0,0,0,74,61,43,0,0,91,0,0
"Missouri","Greene",2025,147,105,40,1,1,0,0,160,61,44,0,0,62,82,3
"Missouri","Jackson",2025,151,91,59,0,0,1,0,293,61,43,3,23,0,96,29
"Missouri","Jasper",2025,148,116,30,1,1,0,0,162,66,42,0,0,75,0,73
"Missouri","Jefferson",2025,148,117,31,0,0,0,0,77,56,40,0,0,55,89,4
"Missouri","Lincoln",2025,91,80,11,0,0,0,0,90,54,42,0,0,91,0,0
"Missouri","Monroe",2025,148,133,15,0,0,0,0,97,51,37,0,0,143,0,5
"Missouri","Perry",2025,99,94,5,0,0,0,0,61,48,40,0,0,99,0,0
"Missouri","Saint Charles",2025,92,75,17,0,0,0,0,84,58,43,0,0,92,0,0
"Missouri","Saint Louis",2025,148,131,17,0,0,0,0,93,51,39,0,40,96,12,0
"Missouri","Sainte Genevieve",2025,99,93,6,0,0,0,0,71,49,42,0,0,99,0,0
"Missouri","St. Louis City",2025,151,72,77,0,0,0,2,738,68,51,1,3,33,99,15
"Missouri","Stoddard",2025,12,12,0,0,0,0,0,43,40,21,0,0,0,12,0
"Missouri","Taney",2025,17,17,0,0,0,0,0,41,40,26,0,0,0,17,0
"Montana","Beaverhead",2025,175,175,0,0,0,0,0,48,23,12,0,0,0,175,0
"Montana","Custer",2025,181,165,16,0,0,0,0,95,49,39,0,1,152,28,0
"Montana","Dawson",2025,181,172,8,0,1,0,0,162,30,14,0,0,0,181,0
"Montana","Fergus",2025,180,166,14,0,0,0,0,87,49,44,0,0,168,12,0
"Montana","Flathead",2025,223,183,40,0,0,0,0,80,59,40,0,0,157,59,7
"Montana","Gallatin",2025,226,224,2,0,0,0,0,62,25,14,3,43,0,180,0
"Montana","Glacier",2025,167,161,5,1,0,0,0,117,36,22,0,0,0,167,0
"Montana","Hill",2025,149,141,7,0,1,0,0,157,34,13,0,0,0,149,0
"Montana","Lake",2025,20,20,0,0,0,0,0,9,9,4,0,0,0,20,0
"Montana","Lewis and Clark",2025,182,119,63,0,0,0,0,93,69,45,1,0,101,80,0
"Montana","Lincoln",2025,176,96,80,0,0,0,0,92,67,45,0,0,0,176,0
"Montana","Missoula",2025,181,151,30,0,0,0,0,82,56,38,0,0,103,78,0
"Montana","Phillips",2025,171,161,8,1,1,0,0,168,41,18,0,0,0,171,0
"Montana","Powell",2025,17,17,0,0,0,0,0,21,20,6,0,0,0,17,0
"Montana","Ravalli",2025,174,142,32,0,0,0,0,80,56,19,0,0,0,174,0
"Montana","Richland",2025,181,157,21,2,1,0,0,165,53,39,0,0,139,42,0
"Montana","Roosevelt",2025,17,17,0,0,0,0,0,38,31,9,0,0,0,17,0
"Montana","Rosebud",2025,18,18,0,0,0,0,0,21,17,4,0,0,0,18,0
"Montana","Sanders",2025,181,181,0,0,0,0,0,31,21,15,0,0,0,0,181
"Montana","Sheridan",2025,19,19,0,0,0,0,0,31,30,13,0,0,0,19,0
"Montana","Silver Bow",2025,181,150,31,0,0,0,0,77,54,27,0,0,0,173,8
"Montana","Teton",2025,173,169,4,0,0,0,0,89,26,14,0,0,0,173,0
"Montana","Yellowstone",2025,181,157,24,0,0,0,0,85,52,39,0,6,120,55,0
"Nebraska","Cass",2025,288,278,10,0,0,0,0,64,35,20,0,0,0,0,288
"Nebraska","Douglas",2025,274,183,89,2,0,0,0,137,64,44,1,0,141,124,8
"Nebraska","Gage",2025,292,216,75,1,0,0,0,131,58,36,0,0,0,292,0
"Nebraska","Hall",2025,283,227,54,2,0,0,0,118,54,37,0,0,122,161,0
"Nebraska","Knox",2025,234,209,21,4,0,0,0,115,54,39,0,0,234,0,0
"Nebraska","Lancaster",2025,103,80,23,0,0,0,0,87,58,36,0,0,25,78,0
"Nebraska","Sarpy",2025,266,205,60,1,0,0,0,134,60,33,0,0,0,266,0
"Nebraska","Scotts Bluff",2025,249,237,12,0,0,0,0,64,44,24,0,0,0,249,0
"Nebraska","Thomas",2025,19,18,1,0,0,0,0,53,28,9,0,0,0,19,0
"Nebraska","Washington",2025,248,209,38,1,0,0,0,132,56,29,0,0,0,248,0
"Nevada","Carson City",2025,179,142,37,0,0,0,0,80,56,45,0,0,128,51,0
"Nevada","Churchill",2025,174,141,33,0,0,0,0,77,61,43,0,0,174,0,0
"Nevada","Clark",2025,274,70,178,26,0,0,0,138,100,64,1,0,203,52,18
"Nevada","Douglas",2025,176,160,16,0,0,0,0,57,50,22,0,0,0,176,0
"Nevada","Elko",2025,152,138,12,1,1,0,0,160,50,19,0,0,0,1,151
"Nevada","Lyon",2025,180,151,29,0,0,0,0,84,54,44,0,0,180,0,0
"Nevada","Nye",2025,181,165,15,1,0,0,0,128,45,24,0,0,0,0,181
"Nevada","Washoe",2025,274,137,135,2,0,0,0,112,74,51,1,0,232,38,3
"Nevada","White Pine",2025,219,153,65,1,0,0,0,105,71,47,0,0,218,1,0
"New Hampshire","Belknap",2025,273,240,33,0,0,0,0,92,52,34,0,0,114,159,0
"New Hampshire","Cheshire",2025,273,210,61,2,0,0,0,115,58,38,0,0,124,149,0
"New Hampshire","Coos",2025,274,234,36,4,0,0,0,119,58,40,94,0,180,0,0
"New Hampshire","Grafton",2025,273,222,48,3,0,0,0,113,56,38,0,0,157,116,0
"New Hampshire","Hillsborough",2025,274,226,44,4,0,0,0,123,56,38,1,0,152,121,0
"New Hampshire","Merrimack",2025,122,117,5,0,0,0,0,90,47,38,0,0,122,0,0
"New Hampshire","Rockingham",2025,274,226,47,1,0,0,0,115,55,39,1,0,143,130,0
"New Jersey","Atlantic",2025,181,144,36,1,0,0,0,105,54,38,0,0,109,72,0
"New Jersey","Bergen",2025,180,128,51,1,0,0,0,108,60,40,2,37,74,67,0
"New Jersey","Camden",2025,180,125,53,1,1,0,0,168,61,44,2,2,95,81,0
"New Jersey","Cumberland",2025,178,130,45,3,0,0,0,123,61,42,0,0,112,66,0
"New Jersey","Gloucester",2025,174,126,46,2,0,0,0,143,65,43,0,0,98,76,0
"New Jersey","Hudson",2025,182,136,45,1,0,0,0,133,57,41,1,66,49,66,0
"New Jersey","Hunterdon",2025,178,131,45,2,0,0,0,122,61,41,0,0,105,73,0
"New Jersey","Mercer",2025,235,173,57,5,0,0,0,122,66,43,0,0,167,68,0
"New Jersey","Middlesex",2025,178,148,30,0,0,0,0,93,55,36,0,8,121,49,0
"New Jersey","Monmouth",2025,145,134,7,2,2,0,0,161,49,37,0,0,145,0,0
"New Jersey","Morris",2025,180,158,20,2,0,0,0,115,55,38,0,2,163,15,0
"New Jersey","Ocean",2025,179,139,39,0,1,0,0,154,59,40,0,0,105,74,0
"New Jersey","Passaic",2025,181,138,41,2,0,0,0,108,58,41,0,0,98,83,0
"New Jersey","Union",2025,180,112,68,0,0,0,0,71,62,45,2,47,0,131,0
"New Jersey","Warren",2025,177,139,37,1,0,0,0,105,60,38,0,5,123,49,0
"New Mexico","Bernalillo",2025,274,65,196,10,2,1,0,228,87,59,1,5,150,49,69
"New Mexico","Catron",2025,19,19,0,0,0,0,0,31,31,8,0,0,0,19,0
"New Mexico","Chaves",2025,18,17,1,0,0,0,0,53,47,16,0,0,0,18,0
"New Mexico","Dona Ana",2025,273,53,170,28,7,5,10,528,130,70,0,1,117,87,68
"New Mexico","Eddy",2025,273,128,127,18,0,0,0,143,90,51,0,1,270,2,0
"New Mexico","Lea",2025,273,168,97,3,5,0,0,193,67,47,0,5,169,99,0
"New Mexico","Lincoln",2025,19,17,2,0,0,0,0,65,52,11,0,0,0,19,0
"New Mexico","Los Alamos",2025,20,20,0,0,0,0,0,18,17,10,0,0,0,20,0
"New Mexico","Luna",2025,268,213,37,9,7,1,1,321,82,19,0,0,0,0,268
"New Mexico","Rio Arriba",2025,264,211,53,0,0,0,0,87,61,45,0,0,263,1,0
"New Mexico","San Juan",2025,273,159,113,1,0,0,0,104,77,49,0,1,270,0,2
"New Mexico","Sandoval",2025,268,173,95,0,0,0,0,93,74,47,0,0,268,0,0
"New Mexico","Santa Fe",2025,273,198,73,2,0,0,0,107,61,46,0,0,244,29,0
"New Mexico","Socorro",2025,20,20,0,0,0,0,0,24,23,12,0,0,0,20,0
"New Mexico","Taos",2025,268,264,4,0,0,0,0,52,29,14,0,0,0,268,0
"New Mexico","Valencia",2025,269,179,90,0,0,0,0,97,67,48,0,0,269,0,0
"New York","Albany",2025,273,184,84,5,0,0,0,136,64,39,0,0,103,170,0
"New York","Bronx",2025,274,155,111,8,0,0,0,143,67,47,1,23,90,160,0
"New York","Chautauqua",2025,263,233,29,1,0,0,0,108,52,39,0,0,254,9,0
"New York","Dutchess",2025,272,252,17,3,0,0,0,140,47,37,0,0,272,0,0
"New York","Erie",2025,274,168,97,9,0,0,0,140,70,44,1,0,138,135,0
"New York","Essex",2025,273,218,50,4,1,0,0,159,64,42,0,0,236,37,0
"New York","Hamilton",2025,266,257,9,0,0,0,0,87,45,36,0,0,266,0,0
"New York","Jefferson",2025,271,255,16,0,0,0,0,87,47,36,0,0,271,0,0
"New York","Kings",2025,273,162,111,0,0,0,0,99,64,44,0,0,0,273,0
"New York","Monroe",2025,274,195,72,7,0,0,0,135,64,41,1,0,159,114,0
"New York","Nassau",2025,1,1,0,0,0,0,0,31,31,31,0,0,0,1,0
"New York","New York",2025,316,210,100,6,0,0,0,136,63,43,0,0,131,185,0
"New York","Niagara",2025,262,240,21,1,0,0,0,115,50,37,0,0,262,0,0
"New York","Oneida",2025,261,211,50,0,0,0,0,99,57,28,0,0,0,261,0
"New York","Onondaga",2025,273,217,52,4,0,0,0,125,58,39,0,0,187,86,0
"New York","Orange",2025,267,228,38,1,0,0,0,108,55,28,0,0,0,267,0
"New York","Oswego",2025,264,256,8,0,0,0,0,80,45,35,0,0,264,0,0
"New York","Putnam",2025,259,241,18,0,0,0,0,97,48,35,0,0,259,0,0
"New York","Queens",2025,317,209,102,5,1,0,0,154,64,44,44,25,120,128,0
"New York","Richmond",2025,316,238,75,3,0,0,0,129,61,41,0,0,152,164,0
"New York","Rockland",2025,273,226,41,6,0,0,0,136,59,39,0,0,203,70,0
"New York","Saratoga",2025,243,233,10,0,0,0,0,93,45,36,0,0,243,0,0
"New York","Steuben",2025,273,219,51,3,0,0,0,143,60,40,0,0,202,71,0
"New York","Suffolk",2025,316,235,76,3,2,0,0,154,64,41,0,0,203,113,0
"New York","Tompkins",2025,238,218,20,0,0,0,0,74,49,38,0,0,238,0,0
"New York","Wayne",2025,265,251,13,1,0,0,0,150,48,36,0,0,265,0,0
"New York","Westchester",2025,273,215,53,5,0,0,0,136,58,41,0,0,196,77,0
"North Carolina","Alexander",2025,184,170,14,0,0,0,0,80,49,39,0,0,184,0,0
"North Carolina","Avery",2025,197,185,12,0,0,0,0,90,48,38,0,0,178,19,0
"North Carolina","Buncombe",2025,273,195,78,0,0,0,0,97,57,42,0,0,89,184,0
"North Carolina","Caldwell",2025,184,177,7,0,0,0,0,77,47,37,0,0,184,0,0
"North Carolina","Carteret",2025,224,211,13,0,0,0,0,80,48,37,0,0,224,0,0
"North Carolina","Caswell",2025,184,174,10,0,0,0,0,77,47,39,0,0,184,0,0
"North Carolina","Catawba",2025,262,176,86,0,0,0,0,88,59,43,0,0,0,262,0
"North Carolina","Cumberland",2025,273,188,85,0,0,0,0,74,56,44,0,0,90,182,1
"North Carolina","Davidson",2025,259,130,129,0,0,0,0,90,61,50,0,0,0,259,0
"North Carolina","Durham",2025,273,194,79,0,0,0,0,77,57,43,0,0,95,176,2
"North Carolina","Edgecombe",2025,264,218,46,0,0,0,0,68,53,40,0,0,84,180,0
"North Carolina","Forsyth",2025,243,150,93,0,0,0,0,90,66,46,0,1,111,131,0
"North Carolina","Graham",2025,184,163,21,0,0,0,0,97,51,43,0,0,184,0,0
"North Carolina","Granville",2025,177,162,15,0,0,0,0,87,50,40,0,0,177,0,0
"North Carolina","Guilford",2025,273,203,70,0,0,0,0,77,56,43,0,0,108,164,1
"North Carolina","Haywood",2025,202,177,25,0,0,0,0,87,58,44,0,0,184,18,0
"North Carolina","Hyde",2025,17,17,0,0,0,0,0,37,36,20,0,0,0,17,0
"North Carolina","Johnston",2025,273,209,64,0,0,0,0,84,56,42,0,0,79,194,0
"North Carolina","Lenoir",2025,184,178,6,0,0,0,0,71,48,37,0,0,184,0,0
"North Carolina","Lincoln",2025,181,159,22,0,0,0,0,87,54,41,0,0,181,0,0
"North Carolina","Macon",2025,227,215,12,0,0,0,0,97,47,34,0,0,227,0,0
"North Carolina","Martin",2025,258,258,0,0,0,0,0,50,41,28,0,0,183,0,75
"North Carolina","Mecklenburg",2025,305,150,155,0,0,0,0,97,64,51,1,3,101,200,0
"North Carolina","Mitchell",2025,269,207,61,1,0,0,0,102,55,35,0,0,0,269,0
"North Carolina","Montgomery",2025,271,213,58,0,0,0,0,85,54,41,0,0,128,143,0
"North Carolina","New Hanover",2025,273,209,62,2,0,0,0,121,55,41,0,0,61,212,0
"North Carolina","Northampton",2025,272,203,69,0,0,0,0,79,56,37,0,0,0,272,0
"North Carolina","Person",2025,176,167,9,0,0,0,0,74,47,38,0,0,176,0,0
"North Carolina","Pitt",2025,267,237,30,0,0,0,0,71,51,38,0,0,106,161,0
"North Carolina","Rockingham",2025,182,172,10,0,0,0,0,74,47,39,0,0,182,0,0
"North Carolina","Rowan",2025,273,200,73,0,0,0,0,81,56,44,0,0,130,143,0
"North Carolina","Swain",2025,273,227,46,0,0,0,0,87,53,38,0,0,95,178,0
"North Carolina","Union",2025,184,166,18,0,0,0,0,90,50,41,0,0,184,0,0
"North Carolina","Wake",2025,273,181,92,0,0,0,0,73,58,44,0,0,96,177,0
"North Dakota","Billings",2025,243,195,41,3,4,0,0,195,64,40,0,0,190,53,0
"North Dakota","Burke",2025,243,177,54,4,7,1,0,285,76,40,0,0,166,77,0
"North Dakota","Burleigh",2025,244,189,43,8,3,1,0,218,67,41,1,1,182,60,0
"North Dakota","Cass",2025,239,175,53,4,7,0,0,192,84,39,0,0,157,82,0
"North Dakota","Dunn",2025,243,191,43,6,2,1,0,217,64,40,0,0,165,78,0
"North Dakota","McKenzie",2025,243,192,45,4,2,0,0,197,67,41,0,0,189,54,0
"North Dakota","Mercer",2025,243,195,38,6,3,1,0,283,66,39,0,0,180,63,0
"North Dakota","Oliver",2025,243,194,38,7,3,1,0,242,67,40,0,0,189,54,0
"North Dakota","Ward",2025,243,190,41,7,4,1,0,283,72,38,0,0,130,113,0
"Ohio","Allen",2025,296,195,100,1,0,0,0,129,63,43,0,0,147,149,0
"Ohio","Ashtabula",2025,245,199,43,3,0,0,0,122,61,43,0,0,245,0,0
"Ohio","Athens",2025,269,216,53,0,0,0,0,75,55,33,0,0,0,269,0
"Ohio","Belmont",2025,181,114,66,1,0,0,0,123,65,42,0,2,0,161,18
